carton|program|version_pk|plan|tag|mapper_pk|mapper_label|category_pk|category_label|value|value_min|value_max|priority_min|priority_max|cadence_pk|cadence_label|lambda_eff|instrument_pk|instrument_label|magnitude_placeholder
mwm_tess_planet|mwm_planet|83|0.5.0|0.3.0|0|MWM|0|science|{1.0, 2.0, 3.0, 4.0, 5.0, 6.0}|1.0|6.0|2600|2610|{1, 2, 3, 4, 5, 6}|{'bright_1x6', 'bright_1x1', 'bright_1x5', 'bright_1x3', 'bright_1x2', 'bright_1x4'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
mwm_tessrgb_core|mwm_tessrgb|83|0.5.0|0.3.0|0|MWM|0|science|{1.0, 2.0, 3.0, 4.0, 5.0, 6.0}|1.0|6.0|2800|2800|{1, 2, 3, 4, 5, 6}|{'bright_1x6', 'bright_1x1', 'bright_1x5', 'bright_1x3', 'bright_1x2', 'bright_1x4'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
mwm_wd_core|mwm_wd|83|0.5.0|0.3.0|0|MWM|0|science|{2.0}|2.0|2.0|1400|1400|{34}|{'dark_2x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
mwm_yso_cluster_apogee|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
mwm_yso_cluster_boss|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0, 4.0, 5.0, 6.0}|3.0|6.0|2700|2700|{10, 13, 14, 15}|{'bright_4x1', 'bright_3x1', 'bright_6x1', 'bright_5x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
mwm_yso_cmz_apogee|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
mwm_yso_disk_apogee|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
mwm_yso_disk_boss|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0, 4.0, 5.0, 6.0}|3.0|6.0|2700|2700|{10, 13, 14, 15}|{'bright_4x1', 'bright_3x1', 'bright_6x1', 'bright_5x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None'}
mwm_yso_embedded_apogee|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
mwm_yso_nebula_apogee|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
mwm_yso_ob_apogee|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'TMASS_Invalid', 'SDSS_None'}
mwm_yso_ob_boss|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid', 'SDSS_None'}
mwm_yso_pms_apogee|mwm_yso|92|0.5.1|0.3.2|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'SDSS_None', 'SDSS_-9999.0'}
mwm_yso_pms_boss|mwm_yso|92|0.5.1|0.3.2|0|MWM|0|science|{3.0, 4.0, 5.0, 6.0}|3.0|6.0|2700|2700|{10, 13, 14, 15}|{'bright_4x1', 'bright_3x1', 'bright_6x1', 'bright_5x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'SDSS_-9999.0'}
mwm_yso_variable_apogee|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0}|3.0|3.0|2700|2700|{10}|{'bright_3x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'SDSS_None', 'SDSS_-9999.0'}
mwm_yso_variable_boss|mwm_yso|83|0.5.0|0.3.0|0|MWM|0|science|{3.0, 4.0, 5.0, 6.0}|3.0|6.0|2700|2700|{10, 13, 14, 15}|{'bright_4x1', 'bright_3x1', 'bright_6x1', 'bright_5x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'SDSS_-9999.0'}
openfibertargets_nov2020_10|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_1000|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_1001a|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{16000.0, 5400.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_1001b|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6085|6085|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_11|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_12|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{16000.0, 5400.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_14|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6085|6085|{30}|{'dark_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_15|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_17|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_18|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_19a|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{16000.0, 5400.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_19b|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{16000.0, 5400.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_19c|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{16000.0, 5400.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_22|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_24|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_25|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_26|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{30}|{'dark_1x1'}|{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_27|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6085|6085|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_28a|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_28b|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_28c|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_29|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_3|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_30|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{30}|{'dark_1x1'}|{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_31|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_32|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_33|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1, 30}|{'dark_1x1', 'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_34a|open_fiber|111|0.5.13|0.3.12|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_34b|open_fiber|111|0.5.13|0.3.12|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_35a|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'TMASS_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_35b|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_35c|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None'}
openfibertargets_nov2020_46|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_47a|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_47b|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_47c|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_47d|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6085|6085|{1}|{'bright_1x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_47e|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{16000.0}|{1}|{'APOGEE'}|{'SDSS_None'}
openfibertargets_nov2020_5|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
openfibertargets_nov2020_6a|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_6b|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_6c|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6085|6085|{1}|{'bright_1x1'}|{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_8|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6085|{1}|{'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
openfibertargets_nov2020_9|open_fiber|95|0.5.3|0.3.4|||0|science|{0.0}|0.0|0.0|6080|6080|{1}|{'bright_1x1'}|{5400.0, 16000.0}|{0, 1}|{'APOGEE', 'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'SDSS_-9999.0'}
ops_2mass_psc_brightneighbors|ops|99|0.5.5|0.3.6|||10|veto_location_apogee|||||||||||{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
ops_gaia_brightneighbors|ops|99|0.5.5|0.3.6|||9|veto_location_boss|||||||||||{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_None', 'GAIA_Invalid', 'SDSS_-9999.0'}
ops_sky_apogee_best|ops_sky|104|0.5.9|0.3.9|||4|sky_apogee||||5200|5200|||{16000.0}|{1}|{'APOGEE'}|{'TMASS_None', 'GAIA_None', 'SDSS_None'}
ops_sky_apogee_good|ops_sky|104|0.5.9|0.3.9|||4|sky_apogee||||5201|5201|||{16000.0}|{1}|{'APOGEE'}|{'TMASS_None', 'GAIA_None', 'SDSS_None'}
ops_sky_boss_best|ops_sky|104|0.5.9|0.3.9|||5|sky_boss||||5000|5000|||{5400.0}|{0}|{'BOSS'}|{'TMASS_None', 'GAIA_None', 'SDSS_None'}
ops_sky_boss_fallback|ops_sky|110|0.5.12|0.3.11|||5|sky_boss||||5002|5002|||{5400.0}|{0}|{'BOSS'}|{'TMASS_None', 'GAIA_None', 'SDSS_None'}
ops_sky_boss_good|ops_sky|104|0.5.9|0.3.9|||5|sky_boss||||5001|5001|||{5400.0}|{0}|{'BOSS'}|{'TMASS_None', 'GAIA_None', 'SDSS_None'}
ops_std_apogee|ops_std|83|0.5.0|0.3.0|||1|standard_apogee||||5500|5500|||{16000.0}|{1}|{'APOGEE'}|{'SDSS_Invalid', 'GAIA_Invalid', 'SDSS_-9999.0'}
ops_std_boss|ops_std|83|0.5.0|0.3.0|||2|standard_boss||||5425|5425|||{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'TMASS_Invalid', 'SDSS_-9999.0'}
ops_std_boss_gdr2|ops_std|83|0.5.0|0.3.0|||2|standard_boss||||5352|5352|||{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid'}
ops_std_boss_lsdr8|ops_std|83|0.5.0|0.3.0|||2|standard_boss||||5350|5350|||{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid'}
ops_std_boss_ps1dr2|ops_std|83|0.5.0|0.3.0|||2|standard_boss||||5351|5351|||{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid'}
ops_std_boss_red|ops_std|83|0.5.0|0.3.0|||2|standard_boss||||5450|5450|||{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid'}
ops_std_boss_tic|ops_std|83|0.5.0|0.3.0|||2|standard_boss||||5400|5400|||{5400.0}|{0}|{'BOSS'}|{'SDSS_Invalid', 'SDSS_None', 'SDSS_-9999.0'}
ops_std_eboss|ops_std|83|0.5.0|0.3.0|||2|standard_boss||||5300|5300|||{5400.0}|{0}|{'BOSS'}|{'TMASS_Invalid', 'GAIA_Invalid'}
ops_tycho2_brightneighbors|ops|99|0.5.5|0.3.6|||9|veto_location_boss|||||||||||{'TMASS_Invalid', 'GAIA_Invalid', 'SDSS_None'}
